SALESORDERID,SALESORDERITEM,PRODUCTID,QUANTITY,QUANTITYUNIT
200002453,10,FG226,8,EA
200002453,20,MZ-FG-M525,5,EA
200002453,30,MZ-TG-A20,3,EA
200002453,40,MZ-TG-Y120,8,EA
200002453,50,MZ-FG-C10,1,EA
200002454,10,MZ-FG-C10,7,EA
200002454,20,M-01,3,EA
200002454,30,MZ-FG-C20,5,EA
200002454,40,MZ-FG-R100,6,EA
200002455,10,MZ-FG-E101,3,EA
200002455,20,MZ-FG-R200,8,EA
200002455,30,MZ-FG-P010,2,EA
200002455,40,M-01,2,EA
200002455,50,MZ-FG-E17,1,EA
200002455,60,MZ-FG-C10,7,EA
200002456,10,MZ-TG-E202,2,EA
200002456,20,CM-FL-V00,9,EA
200002456,30,MZ-FG-R200,5,EA
200002456,40,MZ-FG-M500,6,EA
200002456,50,MZ-FG-C21,9,EA
200002456,60,MZ-FG-R300,2,EA
200002457,10,MZ-FG-C21,7,EA
200002458,10,MZ-FG-E108,9,EA
200002458,20,MZ-FG-E16,9,EA
200002458,30,MZ-FG-E103,4,EA
200002459,10,MZ-FG-E15,6,EA
200002459,20,MZ-FG-M500,7,EA
200002459,30,MZ-FG-C990,2,EA
200002459,40,MZ-TG-A25,1,EA
200002459,50,M-01,10,EA
200002459,60,M1,2,EA
200002460,10,M1,3,EA
200002460,20,MZ-TG-A27,8,EA
200002460,30,MZ-TG-SR01,3,EA
200002460,40,M-01,10,EA
200002461,10,MZ-FG-C21,10,EA
200002461,20,MZ-FG-E108,8,EA
200002462,10,MZ-FG-C950,9,EA
200002463,10,MZ-FG-E101,2,EA
200002463,20,MZ-FG-C950,3,EA
200002463,30,MZ-FG-M500,9,EA
200002464,10,MZ-TG-Y120,7,EA
200002464,20,MZ-FG-E108,1,EA
200002464,30,MZ-TG-A20,3,EA
200002464,40,MZ-FG-C950,5,EA
200002464,50,MZ-FG-C900,3,EA
200002465,10,MZ-FG-M525,8,EA
200002466,10,MZ-TG-Y240,10,EA
200002466,20,MZ-FG-E103,6,EA
200002466,30,MZ-FG-C20,8,EA
200002466,40,MZ-TG-E202,8,EA
200002467,10,MZ-TG-E202,2,EA
200002467,20,MZ-FG-E15,3,EA
200002467,30,MZ-FG-E103,9,EA
200002467,40,MZ-TG-A25,3,EA
200002467,50,MZ-TG-SR01,3,EA
200002467,60,MZ-TG-E202,10,EA
200002468,10,MZ-FG-C21,2,EA
200002468,20,MZ-FG-P010,9,EA
200002468,30,MZ-FG-C20,7,EA
200002468,40,TG11,6,EA
200002469,10,MZ-FG-E101,5,EA
200002469,20,MZ-FG-R300,1,EA
200002469,30,MZ-TG-Y120,7,EA
200002469,40,MZ-FG-M550,7,EA
200002470,10,MZ-FG-C990,7,EA
200002470,20,MZ-FG-R300,5,EA
200002470,30,MZ-FG-E15,10,EA
200002471,10,MZ-TG-E202,7,EA
200002471,20,MZ-FG-P010,8,EA
200002471,30,MZ-FG-M550,6,EA
200002471,40,MZ-TG-A26,7,EA
200002472,10,M1,10,EA
200002472,20,TG11,4,EA
200002472,30,MZ-FG-C20,9,EA
200002472,40,MZ-TG-Y120,9,EA
200002473,10,MZ-FG-E17,9,EA
200002474,10,TG11,3,EA
200002475,10,MZ-FG-E101,4,EA
200002476,10,MZ-FG-P010,8,EA
200002476,20,MZ-FG-E15,6,EA
200002476,30,MZ-FG-C20,7,EA
200002476,40,MZ-FG-E102,4,EA
200002477,10,MZ-FG-C990,8,EA
200002477,20,MZ-FG-M550,9,EA
200002478,10,MZ-FG-R100,10,EA
200002478,20,MZ-FG-M500,6,EA
200002478,30,MZ-FG-R200,3,EA
200002478,40,MZ-FG-E17,2,EA
200002478,50,MZ-TG-A26,6,EA
200002478,60,MZ-FG-E102,5,EA
200002479,10,MZ-FG-C990,5,EA
200002479,20,MZ-TG-Y200,5,EA
200002479,30,MZ-TG-A27,2,EA
200002479,40,MZ-FG-C20,2,EA
200002479,50,CM-FL-V00,5,EA
200002479,60,MZ-FG-C990,10,EA
200002480,10,MZ-TG-A20,1,EA
200002480,20,M1,2,EA
200002480,30,MZ-FG-E15,4,EA
200002481,10,MZ-FG-E17,1,EA
200002482,10,MZ-TG-Y120,7,EA
200002482,20,FG226,8,EA
200002482,30,MZ-FG-R200,9,EA
200002482,40,M-01,10,EA
200002482,50,MZ-FG-R100,5,EA
200002482,60,MZ-TG-A25,9,EA
200002483,10,MZ-FG-C10,8,EA
200002483,20,MZ-FG-M525,3,EA
200002483,30,MZ-FG-E16,6,EA
200002483,40,MZ-TG-A20,10,EA
200002483,50,MZ-FG-C21,2,EA
200002484,10,MZ-FG-E102,1,EA
200002484,20,MZ-FG-M525,7,EA
200002485,10,MZ-FG-C900,5,EA
200002485,20,MZ-TG-A26,4,EA
200002485,30,MZ-TG-SR01,9,EA
200002485,40,MZ-FG-C10,8,EA
200002486,10,MZ-TG-A20,8,EA
200002486,20,MZ-FG-M500,1,EA
200002486,30,MZ-FG-R200,8,EA
200002486,40,MZ-FG-E16,2,EA
200002486,50,MZ-FG-E108,4,EA
200002486,60,MZ-TG-E202,4,EA
200002487,10,MZ-TG-A20,1,EA
200002487,20,MZ-TG-SR01,2,EA
200002487,30,MZ-FG-E16,2,EA
200002487,40,TG11,9,EA
200002487,50,MZ-FG-M525,8,EA
200002488,10,MZ-TG-Y240,6,EA
200002488,20,MZ-TG-SR01,9,EA
200002488,30,MZ-FG-C20,8,EA
200002488,40,MZ-FG-R100,1,EA
200002489,10,MZ-TG-Y200,10,EA
200002489,20,MZ-TG-A26,8,EA
200002489,30,MZ-FG-E17,6,EA
200002489,40,MZ-TG-A26,10,EA
200002490,10,MZ-FG-M500,3,EA
200002491,10,MZ-FG-M525,5,EA
200002491,20,MZ-FG-C990,8,EA
200002491,30,MZ-FG-P010,4,EA
200002491,40,MZ-FG-E16,8,EA
200002491,50,MZ-FG-C20,10,EA
200002491,60,MZ-TG-A27,5,EA
200002492,10,MZ-TG-E202,7,EA
200002492,20,FG226,7,EA
200002492,30,MZ-TG-A20,3,EA
200002492,40,M1,5,EA
200002492,50,MZ-FG-M525,5,EA
200002493,10,MZ-FG-R100,5,EA
200002493,20,FG226,6,EA
200002493,30,MZ-FG-C990,8,EA
200002494,10,MZ-FG-C20,8,EA
200002494,20,MZ-FG-R300,3,EA
200002495,10,MZ-TG-A26,3,EA
200002495,20,MZ-FG-M550,3,EA
200002495,30,MZ-FG-E15,9,EA
200002496,10,MZ-FG-E108,9,EA
200002496,20,MZ-FG-E101,5,EA
200002497,10,MZ-FG-E17,3,EA
200002498,10,MZ-TG-Y120,5,EA
200002498,20,MZ-FG-E17,3,EA
200002498,30,MZ-FG-E103,4,EA
200002499,10,MZ-FG-C900,10,EA
200002500,10,MZ-FG-E108,5,EA
200002500,20,MZ-FG-C990,4,EA
200002500,30,MZ-FG-C10,4,EA
200002500,40,MZ-FG-E101,7,EA
200002500,50,MZ-FG-C21,4,EA
200002501,10,MZ-FG-C10,8,EA
200002501,20,MZ-FG-E15,8,EA
200002501,30,MZ-FG-M500,1,EA
200002501,40,MZ-FG-M525,6,EA
200002501,50,MZ-FG-E103,2,EA
200002501,60,MZ-FG-E108,10,EA
200002502,10,MZ-TG-A20,6,EA
200002502,20,MZ-FG-E102,8,EA
200002502,30,MZ-FG-R200,1,EA
200002502,40,MZ-FG-E15,10,EA
200002502,50,MZ-FG-E108,5,EA
200002502,60,MZ-FG-M525,5,EA
200002503,10,MZ-TG-A26,4,EA
200002503,20,MZ-FG-R300,2,EA
200002503,30,MZ-TG-A25,9,EA
200002503,40,CM-FL-V00,3,EA
200002503,50,MZ-TG-A20,8,EA
200002504,10,MZ-TG-SR01,8,EA
200002505,10,MZ-FG-P010,4,EA
200002506,10,MZ-TG-Y120,2,EA
200002507,10,MZ-FG-C950,2,EA
200002507,20,MZ-TG-A20,2,EA
200002507,30,MZ-FG-E17,4,EA
200002507,40,M-01,5,EA
200002507,50,MZ-FG-E101,3,EA
200002508,10,M1,10,EA
200002508,20,MZ-TG-A27,8,EA
200002508,30,MZ-FG-E103,6,EA
200002509,10,MZ-TG-E202,1,EA
200002509,20,M-01,1,EA
200002510,10,MZ-TG-SR01,10,EA
200002510,20,MZ-FG-E16,10,EA
200002510,30,MZ-FG-E15,1,EA
200002511,10,MZ-FG-R200,8,EA
200002511,20,MZ-FG-R200,2,EA
200002512,10,M1,7,EA
200002512,20,MZ-FG-E102,7,EA
200002512,30,MZ-FG-R200,6,EA
200002512,40,MZ-FG-M550,4,EA
200002512,50,MZ-TG-A26,2,EA
200002512,60,MZ-FG-C20,3,EA
200002513,10,MZ-FG-M525,2,EA
200002513,20,MZ-TG-A25,3,EA
200002513,30,MZ-FG-M525,7,EA
200002513,40,FG226,3,EA
200002514,10,TG11,5,EA
200002514,20,TG11,7,EA
200002514,30,MZ-FG-C20,1,EA
200002514,40,MZ-FG-P010,6,EA
200002515,10,MZ-FG-E108,8,EA
200002515,20,MZ-FG-E17,2,EA
200002515,30,MZ-FG-P010,5,EA
200002515,40,MZ-TG-A26,4,EA
200002515,50,MZ-TG-SR01,5,EA
200002515,60,MZ-FG-R200,3,EA
200002516,10,MZ-FG-C10,3,EA
200002517,10,MZ-FG-E103,5,EA
200002517,20,M-01,3,EA
200002517,30,MZ-TG-Y120,10,EA
200002517,40,MZ-FG-E103,2,EA
200002517,50,MZ-FG-E101,4,EA
200002517,60,MZ-FG-R200,8,EA
200002518,10,MZ-FG-E16,8,EA
200002518,20,MZ-FG-E17,9,EA
200002518,30,MZ-FG-R200,7,EA
200002518,40,MZ-FG-E108,5,EA
200002518,50,MZ-FG-M550,8,EA
200002518,60,MZ-TG-Y240,4,EA
200002519,10,FG226,4,EA
200002520,10,M1,4,EA
200002520,20,MZ-TG-Y240,9,EA
200002520,30,MZ-FG-E15,4,EA
200002521,10,MZ-FG-R100,10,EA
200002521,20,MZ-FG-C900,7,EA
200002522,10,MZ-TG-A26,2,EA
200002523,10,MZ-FG-E103,9,EA
200002523,20,MZ-TG-A20,1,EA
200002523,30,MZ-TG-A25,3,EA
200002524,10,MZ-FG-P010,6,EA
200002524,20,MZ-FG-M500,6,EA
200002524,30,MZ-FG-E103,10,EA
200002525,10,MZ-FG-E102,5,EA
200002526,10,MZ-FG-C20,10,EA
200002527,10,MZ-TG-Y120,6,EA
200002527,20,MZ-TG-A27,6,EA
200002527,30,MZ-FG-E15,6,EA
200002527,40,M-01,10,EA
200002528,10,M1,9,EA
200002528,20,MZ-TG-A27,9,EA
200002529,10,MZ-FG-M550,9,EA
200002530,10,MZ-FG-E15,9,EA
200002530,20,MZ-FG-E16,10,EA
200002530,30,MZ-TG-SR01,8,EA
200002530,40,MZ-FG-E102,9,EA
200002531,10,MZ-FG-E103,1,EA
200002531,20,MZ-FG-C900,1,EA
200002531,30,MZ-TG-A20,4,EA
200002532,10,MZ-FG-R200,4,EA
200002532,20,MZ-TG-A27,5,EA
200002532,30,MZ-TG-A20,3,EA
200002532,40,M-01,7,EA
200002532,50,MZ-FG-C10,1,EA
200002533,10,MZ-FG-E101,2,EA
200002533,20,MZ-FG-C900,1,EA
200002533,30,MZ-TG-Y240,2,EA
200002533,40,MZ-TG-A25,8,EA
200002534,10,MZ-TG-A20,8,EA
200002534,20,MZ-TG-Y120,9,EA
200002535,10,TG11,6,EA
200002535,20,MZ-FG-M550,9,EA
200002535,30,MZ-FG-P010,6,EA
200002535,40,MZ-FG-E103,3,EA
200002535,50,MZ-FG-C950,2,EA
200002535,60,MZ-TG-SR01,10,EA
200002536,10,MZ-TG-A20,3,EA
200002536,20,MZ-FG-E102,8,EA
200002536,30,MZ-FG-R200,1,EA
200002536,40,MZ-TG-E202,5,EA
200002536,50,CM-FL-V00,3,EA
200002536,60,MZ-TG-Y120,2,EA
200002537,10,MZ-FG-R100,2,EA
200002537,20,MZ-FG-E103,3,EA
200002537,30,MZ-FG-M550,3,EA
200002537,40,MZ-FG-E103,6,EA
200002537,50,MZ-TG-A27,6,EA
200002538,10,MZ-FG-C10,10,EA
200002538,20,MZ-FG-M500,3,EA
200002538,30,MZ-FG-C20,4,EA
200002538,40,MZ-FG-C10,10,EA
200002539,10,MZ-TG-A26,2,EA
200002539,20,MZ-FG-E17,4,EA
200002540,10,MZ-FG-C10,2,EA
200002540,20,MZ-FG-E103,6,EA
200002540,30,MZ-TG-SR01,1,EA
200002540,40,MZ-FG-E103,3,EA
200002541,10,MZ-TG-Y120,6,EA
200002541,20,MZ-FG-C950,7,EA
200002541,30,MZ-FG-M500,10,EA
200002541,40,MZ-TG-A26,2,EA
200002541,50,MZ-FG-C950,8,EA
200002541,60,MZ-FG-E16,6,EA
200002542,10,MZ-TG-Y200,5,EA
200002543,10,MZ-FG-M525,3,EA
200002543,20,MZ-FG-M500,7,EA
200002543,30,MZ-FG-P010,9,EA
200002543,40,MZ-FG-E103,8,EA
200002544,10,MZ-TG-A25,8,EA
200002544,20,MZ-FG-C10,3,EA
200002544,30,MZ-TG-A20,4,EA
200002544,40,MZ-FG-E16,5,EA
200002544,50,MZ-FG-E101,9,EA
200002545,10,MZ-FG-C20,1,EA
200002545,20,MZ-FG-E108,2,EA
200002545,30,MZ-FG-C10,8,EA
200002545,40,MZ-FG-E108,5,EA
200002545,50,CM-FL-V00,6,EA
200002546,10,MZ-FG-C20,1,EA
200002546,20,TG11,1,EA
200002546,30,MZ-FG-E103,6,EA
200002547,10,M-01,9,EA
200002547,20,MZ-FG-M550,7,EA
200002547,30,MZ-FG-C10,2,EA
200002547,40,MZ-TG-A20,1,EA
200002548,10,MZ-TG-E202,6,EA
200002548,20,MZ-TG-Y120,10,EA
200002549,10,MZ-TG-Y240,3,EA
200002550,10,MZ-TG-Y240,6,EA
200002550,20,MZ-TG-E202,1,EA
200002550,30,MZ-FG-C10,8,EA
200002550,40,TG11,6,EA
200002550,50,MZ-FG-C20,8,EA
200002551,10,MZ-FG-C10,7,EA
200002551,20,CM-FL-V00,8,EA
200002551,30,MZ-FG-M500,6,EA
200002551,40,MZ-TG-Y240,7,EA
200002552,10,MZ-TG-Y120,7,EA
200002552,20,TG11,10,EA
200002553,10,M1,10,EA
200002553,20,MZ-TG-Y200,5,EA
200002554,10,MZ-FG-M500,8,EA
200002554,20,MZ-TG-E202,3,EA
200002554,30,MZ-FG-C20,6,EA
200002554,40,MZ-FG-C20,1,EA
200002555,10,MZ-TG-Y240,2,EA
200002556,10,MZ-FG-R100,3,EA
200002556,20,MZ-FG-R100,7,EA
200002556,30,MZ-TG-A20,3,EA
200002556,40,MZ-FG-E15,4,EA
200002556,50,MZ-FG-E16,6,EA
200002557,10,MZ-FG-R300,1,EA
200002557,20,MZ-TG-Y120,4,EA
200002558,10,MZ-TG-Y120,3,EA
200002558,20,MZ-FG-C10,10,EA
200002558,30,MZ-TG-A20,10,EA
200002558,40,MZ-FG-R300,8,EA
200002558,50,MZ-TG-SR01,1,EA
200002559,10,MZ-TG-A26,2,EA
200002559,20,MZ-FG-C950,9,EA
200002560,10,MZ-FG-E17,1,EA
200002560,20,M-01,5,EA
200002560,30,MZ-FG-E15,2,EA
200002561,10,MZ-FG-E16,1,EA
200002561,20,M-01,2,EA
200002561,30,MZ-FG-R300,6,EA
200002561,40,MZ-TG-Y200,1,EA
200002562,10,MZ-FG-C900,5,EA
200002562,20,MZ-FG-E17,1,EA
200002562,30,MZ-FG-C20,2,EA
200002562,40,MZ-FG-E17,6,EA
200002563,10,MZ-FG-C21,10,EA
200002563,20,MZ-TG-A27,1,EA
200002563,30,MZ-FG-P010,5,EA
200002563,40,MZ-TG-A27,5,EA
200002563,50,MZ-TG-Y120,3,EA
200002564,10,MZ-FG-P010,9,EA
200002564,20,MZ-FG-R200,4,EA
200002565,10,MZ-FG-M550,2,EA
200002565,20,MZ-FG-C21,9,EA
200002565,30,MZ-FG-P010,5,EA
200002565,40,M-01,10,EA
200002565,50,MZ-TG-Y240,2,EA
200002565,60,MZ-FG-C950,3,EA
200002566,10,MZ-TG-Y120,3,EA
200002567,10,MZ-TG-Y200,3,EA
200002567,20,MZ-FG-C10,7,EA
200002567,30,MZ-FG-E16,9,EA
200002567,40,MZ-FG-E101,4,EA
200002567,50,M1,9,EA
200002568,10,MZ-FG-M525,9,EA
200002568,20,MZ-FG-C990,8,EA
200002568,30,MZ-FG-E103,4,EA
200002569,10,MZ-FG-E17,6,EA
200002569,20,MZ-FG-E17,10,EA
200002569,30,MZ-FG-M550,6,EA
200002569,40,MZ-FG-R100,1,EA
200002570,10,MZ-FG-E108,5,EA
200002570,20,MZ-FG-C900,2,EA
200002570,30,MZ-FG-E15,4,EA
200002571,10,MZ-FG-M500,1,EA
200002571,20,MZ-FG-E103,10,EA
200002571,30,CM-FL-V00,6,EA
200002571,40,MZ-FG-E16,2,EA
200002572,10,MZ-FG-P010,10,EA
200002572,20,MZ-FG-C990,6,EA
200002572,30,MZ-TG-A20,9,EA
200002572,40,MZ-FG-C990,10,EA
200002572,50,MZ-FG-E102,7,EA
200002573,10,MZ-FG-E16,9,EA
200002573,20,M1,4,EA
200002574,10,MZ-FG-R300,2,EA
200002574,20,MZ-TG-A25,5,EA
200002574,30,MZ-FG-C20,5,EA
200002574,40,MZ-FG-C20,4,EA
200002575,10,MZ-FG-C990,2,EA
200002575,20,MZ-TG-Y200,3,EA
200002575,30,MZ-FG-C10,4,EA
200002575,40,MZ-TG-E202,10,EA
200002575,50,MZ-FG-P010,9,EA
200002576,10,MZ-FG-M550,4,EA
200002577,10,MZ-FG-C21,3,EA
200002578,10,TG11,4,EA
200002578,20,MZ-FG-C21,5,EA
200002578,30,MZ-FG-C20,1,EA
200002578,40,MZ-TG-SR01,9,EA
200002579,10,MZ-FG-E103,7,EA
200002579,20,MZ-FG-M550,6,EA
200002579,30,MZ-FG-E17,7,EA
200002579,40,MZ-FG-R300,6,EA
200002579,50,MZ-TG-Y240,10,EA
200002579,60,MZ-FG-C990,10,EA
200002580,10,CM-FL-V00,8,EA
200002580,20,MZ-FG-M550,6,EA
200002580,30,MZ-FG-C10,5,EA
200002580,40,MZ-TG-Y240,7,EA
200002580,50,MZ-FG-E108,1,EA
200002581,10,MZ-FG-E16,4,EA
200002581,20,MZ-TG-Y240,9,EA
200002581,30,MZ-FG-E102,4,EA
200002581,40,MZ-TG-Y200,3,EA
200002582,10,M-01,4,EA
200002582,20,MZ-FG-C10,1,EA
200002582,30,MZ-FG-C20,8,EA
200002582,40,MZ-FG-R200,2,EA
200002583,10,MZ-FG-E108,3,EA
200002583,20,TG11,9,EA
200002583,30,MZ-FG-E102,6,EA
200002583,40,FG226,1,EA
200002583,50,MZ-TG-E202,9,EA
200002584,10,TG11,5,EA
200002584,20,MZ-TG-Y120,7,EA
200002584,30,MZ-TG-A20,10,EA
200002584,40,MZ-FG-E101,7,EA
200002584,50,MZ-FG-P010,2,EA
200002585,10,FG226,2,EA
200002586,10,MZ-FG-R300,3,EA
200002587,10,MZ-FG-M550,4,EA
200002588,10,MZ-FG-E15,6,EA
200002588,20,MZ-FG-R200,2,EA
200002588,30,MZ-TG-A20,10,EA
200002588,40,MZ-FG-P010,4,EA
200002588,50,MZ-TG-A25,6,EA
200002589,10,FG226,9,EA
200002589,20,MZ-FG-E16,3,EA
200002590,10,MZ-FG-E103,2,EA
200002590,20,MZ-FG-P010,10,EA
200002590,30,MZ-TG-SR01,1,EA
200002590,40,M1,3,EA
200002591,10,MZ-FG-E103,3,EA
200002591,20,MZ-TG-Y120,4,EA
200002591,30,MZ-TG-A20,8,EA
200002591,40,MZ-FG-E101,2,EA
200002591,50,MZ-FG-C990,4,EA
200002591,60,MZ-FG-E15,4,EA
200002592,10,MZ-FG-C900,3,EA
200002592,20,MZ-FG-C950,8,EA
200002592,30,MZ-FG-E103,2,EA
200002593,10,MZ-FG-E15,9,EA
200002594,10,MZ-FG-R100,2,EA
200002594,20,MZ-TG-A25,5,EA
200002594,30,MZ-FG-C20,1,EA
200002594,40,MZ-TG-E202,1,EA
200002595,10,MZ-TG-E202,8,EA
200002595,20,MZ-TG-E202,3,EA
200002595,30,MZ-FG-E15,7,EA
200002596,10,MZ-FG-E102,6,EA
200002596,20,MZ-TG-Y240,8,EA
200002596,30,MZ-FG-E103,9,EA
200002597,10,FG226,10,EA
200002597,20,MZ-FG-M550,9,EA
200002597,30,MZ-TG-A20,2,EA
200002597,40,MZ-TG-Y200,5,EA
200002597,50,M1,1,EA
200002598,10,MZ-FG-M550,2,EA
200002598,20,MZ-TG-Y200,6,EA
200002599,10,MZ-FG-E17,10,EA
200002599,20,MZ-FG-E108,8,EA
200002599,30,MZ-TG-A25,10,EA
200002599,40,MZ-FG-R100,6,EA
200002599,50,M-01,1,EA
200002599,60,MZ-TG-A27,10,EA
200002600,10,MZ-FG-C21,6,EA
200002600,20,MZ-FG-R100,4,EA
200002600,30,MZ-FG-C10,9,EA
200002600,40,MZ-TG-A27,2,EA
200002600,50,MZ-FG-E16,8,EA
200002601,10,MZ-FG-C900,9,EA
200002602,10,MZ-FG-M550,5,EA
200002603,10,MZ-TG-Y240,10,EA
200002603,20,MZ-TG-A26,2,EA
200002603,30,MZ-FG-E101,5,EA
200002603,40,MZ-FG-E15,2,EA
200002603,50,CM-FL-V00,1,EA
200002604,10,MZ-FG-M525,2,EA
200002605,10,M-01,5,EA
200002605,20,MZ-FG-P010,9,EA
200002605,30,MZ-FG-C10,5,EA
200002605,40,MZ-TG-A20,8,EA
200002605,50,MZ-FG-C20,10,EA
200002606,10,MZ-TG-E202,7,EA
200002606,20,MZ-FG-M525,3,EA
200002606,30,MZ-TG-A20,9,EA
200002606,40,CM-FL-V00,8,EA
200002606,50,CM-FL-V00,6,EA
200002607,10,MZ-TG-Y200,9,EA
200002608,10,MZ-TG-A27,3,EA
200002608,20,MZ-TG-E202,4,EA
200002609,10,CM-FL-V00,1,EA
200002610,10,TG11,7,EA
200002610,20,CM-FL-V00,10,EA
200002610,30,MZ-FG-P010,5,EA
200002610,40,TG11,4,EA
200002610,50,MZ-TG-Y200,9,EA
200002610,60,FG226,4,EA
200002611,10,MZ-FG-C21,3,EA
200002612,10,MZ-TG-A20,9,EA
200002613,10,MZ-FG-E101,7,EA
200002613,20,MZ-TG-Y240,9,EA
200002613,30,MZ-TG-E202,5,EA
200002614,10,M1,2,EA
200002614,20,MZ-TG-A26,1,EA
200002614,30,MZ-FG-C20,5,EA
200002614,40,MZ-FG-R300,1,EA
200002615,10,MZ-FG-C950,1,EA
200002615,20,MZ-FG-E102,10,EA
200002616,10,MZ-FG-R300,7,EA
200002616,20,MZ-FG-C900,2,EA
200002616,30,MZ-FG-E103,7,EA
200002617,10,MZ-FG-R300,10,EA
200002617,20,MZ-TG-A27,9,EA
200002617,30,MZ-TG-A25,2,EA
200002617,40,FG226,7,EA
200002617,50,MZ-FG-E103,8,EA
200002617,60,CM-FL-V00,5,EA
200002618,10,MZ-FG-R200,8,EA
200002618,20,TG11,10,EA
200002619,10,MZ-TG-Y240,3,EA
200002619,20,MZ-FG-C20,8,EA
200002619,30,TG11,10,EA
200002619,40,MZ-TG-A20,5,EA
200002619,50,M1,4,EA
200002619,60,MZ-FG-R200,2,EA
200002620,10,MZ-FG-M550,4,EA
200002620,20,MZ-FG-M525,10,EA
200002620,30,MZ-FG-C10,10,EA
200002620,40,MZ-FG-C950,4,EA
200002620,50,MZ-FG-E108,3,EA
200002621,10,MZ-TG-A26,8,EA
200002621,20,MZ-FG-R300,8,EA
200002621,30,MZ-TG-A25,2,EA
200002621,40,TG11,2,EA
200002621,50,MZ-FG-C21,5,EA
200002621,60,MZ-FG-R100,9,EA
200002622,10,M1,9,EA
200002622,20,MZ-TG-SR01,6,EA
200002622,30,MZ-TG-A20,9,EA
200002622,40,M1,6,EA
200002622,50,MZ-FG-E103,3,EA
200002623,10,MZ-FG-E103,6,EA
200002623,20,MZ-FG-C900,10,EA
200002623,30,MZ-FG-E17,8,EA
200002624,10,MZ-FG-M500,10,EA
200002624,20,MZ-FG-C21,6,EA
200002625,10,MZ-FG-R200,5,EA
200002625,20,MZ-FG-E16,6,EA
200002626,10,MZ-FG-E17,5,EA
200002627,10,MZ-TG-Y240,7,EA
200002627,20,MZ-FG-M500,10,EA
200002627,30,MZ-FG-M550,3,EA
200002628,10,MZ-FG-C900,1,EA
200002629,10,TG11,8,EA
200002629,20,MZ-TG-A26,5,EA
200002629,30,MZ-TG-A25,9,EA
200002630,10,MZ-FG-E103,4,EA
200002630,20,MZ-TG-A20,8,EA
200002630,30,MZ-FG-E15,8,EA
200002631,10,MZ-FG-C20,10,EA
200002631,20,MZ-FG-C990,2,EA
200002631,30,MZ-FG-E17,5,EA
200002631,40,MZ-FG-E16,8,EA
200002631,50,MZ-FG-P010,2,EA
200002632,10,MZ-FG-E102,7,EA
200002633,10,MZ-FG-C950,2,EA
200002633,20,MZ-FG-E16,10,EA
200002633,30,TG11,2,EA
200002633,40,MZ-TG-A26,9,EA
200002633,50,MZ-FG-M550,8,EA
200002634,10,MZ-FG-E103,4,EA
200002635,10,MZ-TG-Y240,9,EA
200002635,20,MZ-FG-P010,2,EA
200002635,30,MZ-FG-P010,6,EA
200002635,40,MZ-TG-A27,3,EA
200002635,50,M1,3,EA
200002635,60,MZ-FG-R300,3,EA
200002636,10,MZ-FG-C10,10,EA
200002636,20,MZ-TG-A26,9,EA
200002636,30,MZ-TG-A20,7,EA
200002636,40,MZ-FG-C990,9,EA
200002636,50,MZ-FG-E17,2,EA
200002637,10,MZ-FG-E16,2,EA
200002637,20,MZ-FG-P010,10,EA
200002637,30,MZ-FG-C20,4,EA
200002637,40,MZ-TG-Y240,1,EA
200002637,50,MZ-TG-Y120,6,EA
200002637,60,M-01,5,EA
200002638,10,MZ-FG-E16,1,EA
200002638,20,MZ-TG-A25,10,EA
200002638,30,MZ-FG-C20,6,EA
200002638,40,MZ-TG-A26,9,EA
200002639,10,CM-FL-V00,2,EA
200002639,20,MZ-TG-A27,8,EA
200002639,30,MZ-FG-R100,8,EA
200002639,40,FG226,9,EA
200002639,50,MZ-FG-C10,1,EA
200002640,10,MZ-TG-A26,8,EA
200002641,10,MZ-FG-C990,3,EA
200002641,20,MZ-FG-M500,10,EA
200002641,30,MZ-TG-E202,1,EA
200002641,40,MZ-FG-C990,1,EA
200002641,50,MZ-TG-A26,2,EA
200002641,60,MZ-FG-R100,7,EA
200002642,10,MZ-TG-A27,6,EA
200002642,20,MZ-TG-Y120,5,EA
200002642,30,MZ-FG-R200,5,EA
200002642,40,MZ-FG-R300,2,EA
200002642,50,MZ-TG-Y120,3,EA
200002642,60,MZ-TG-SR01,9,EA
200002643,10,TG11,5,EA
200002643,20,MZ-FG-C950,2,EA
200002643,30,CM-FL-V00,5,EA
200002643,40,MZ-FG-E17,1,EA
200002643,50,MZ-FG-R300,7,EA
200002643,60,MZ-TG-SR01,8,EA
200002644,10,MZ-FG-M525,4,EA
200002644,20,MZ-FG-E103,3,EA
200002644,30,MZ-TG-A20,7,EA
200002644,40,MZ-TG-Y240,2,EA
200002644,50,MZ-FG-C900,8,EA
200002645,10,M1,2,EA
200002645,20,MZ-FG-E101,6,EA
200002645,30,MZ-FG-P010,1,EA
200002645,40,MZ-FG-C10,8,EA
200002645,50,MZ-FG-E16,7,EA
200002645,60,MZ-FG-E102,1,EA
200002646,10,MZ-FG-C900,8,EA
200002646,20,MZ-TG-SR01,3,EA
200002646,30,MZ-FG-C20,8,EA
200002646,40,M-01,3,EA
200002647,10,MZ-FG-C10,8,EA
200002647,20,MZ-FG-C990,10,EA
200002647,30,TG11,10,EA
200002647,40,MZ-FG-M525,5,EA
200002647,50,MZ-TG-E202,10,EA
200002648,10,MZ-FG-C21,8,EA
200002648,20,MZ-TG-A25,7,EA
