SALESORDERID,CREATEDBY,CREATEDAT,CHANGEDBY,CHANGEDAT,FISCVARIANT,FISCALYEARPERIOD,PARTNERID,SALESORG,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,SALESORDERITEM,PRODUCTID,NOTEID,ITEMATPSTATUS,OPITEMPOS,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITYUNIT,QUANTITY,DELIVERYDATE
400000013,11,20170202,11,20170205,K4,2017002,100000031,AMER,C,C,C,40,RO-1001, ,I,,USD,498.75,436.40625,62.34375,EA,5,20170321
400000013,11,20170202,11,20170205,K4,2017002,100000031,AMER,C,C,C,50,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,3,20170321
400000013,11,20170202,11,20170205,K4,2017002,100000031,AMER,C,C,C,60,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,8,20170321
400000013,11,20170202,11,20170205,K4,2017002,100000031,AMER,C,C,C,70,CC-1022, ,I,,USD,1140,997.5,142.5,EA,9,20170321
400000013,11,20170202,11,20170205,K4,2017002,100000031,AMER,C,C,C,80,RC-1051, ,I,,USD,2374.05,2077.29375,296.75625,EA,6,20170321
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,10,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,3,20170315
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,20,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,4,20170315
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,30,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,10,20170315
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,40,BX-1011, ,I,,USD,236.55,206.98125,29.56875,EA,3,20170315
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,50,CC-1022, ,I,,USD,1140,997.5,142.5,EA,7,20170315
400000014,11,20170203,11,20170205,K4,2017002,100000033,AMER,C,C,C,60,CB-1162, ,I,,USD,380,332.5,47.5,EA,6,20170315
400000015,10,20170204,10,20170209,K4,2017002,100000032,AMER,C,C,C,10,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,2,20170403
400000015,10,20170204,10,20170209,K4,2017002,100000032,AMER,C,C,C,20,CB-1162, ,I,,USD,380,332.5,47.5,EA,7,20170403
400000015,10,20170204,10,20170209,K4,2017002,100000032,AMER,C,C,C,30,MB-1033, ,I,,USD,3799.05,3324.16875,474.88125,EA,4,20170403
400000016,8,20170205,8,20170210,K4,2017002,100000025,EMEA,C,C,C,10,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,4,20170307
400000016,8,20170205,8,20170210,K4,2017002,100000025,EMEA,C,C,C,20,BX-1012, ,I,,USD,379.05,331.66875,47.38125,EA,1,20170307
400000016,8,20170205,8,20170210,K4,2017002,100000025,EMEA,C,C,C,30,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,4,20170307
400000016,8,20170205,8,20170210,K4,2017002,100000025,EMEA,C,C,C,40,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,2,20170307
400000016,8,20170205,8,20170210,K4,2017002,100000025,EMEA,C,C,C,50,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,2,20170307
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,10,RC-1057, ,I,,USD,4749.05,4155.41875,593.63125,EA,1,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,20,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,4,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,30,RC-1053, ,I,,USD,4369.05,3822.91875,546.13125,EA,1,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,40,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,7,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,50,BX-1011, ,I,,USD,236.55,206.98125,29.56875,EA,1,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,60,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,1,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,70,RO-1001, ,I,,USD,498.75,436.40625,62.34375,EA,8,20170305
400000017,13,20170206,13,20170211,K4,2017002,100000030,AMER,C,C,C,80,RC-1054, ,I,,USD,5224.05,4571.04375,653.00625,EA,8,20170305
400000018,1,20170206,1,20170207,K4,2017002,100000034,AMER,C,C,C,10,BX-1016, ,I,,USD,303.05,265.16875,37.88125,EA,9,20170328
400000019,12,20170207,12,20170210,K4,2017002,100000034,AMER,C,C,C,10,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,10,20170401
400000019,12,20170207,12,20170210,K4,2017002,100000034,AMER,C,C,C,20,RO-1001, ,I,,USD,498.75,436.40625,62.34375,EA,5,20170401
400000019,12,20170207,12,20170210,K4,2017002,100000034,AMER,C,C,C,30,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,10,20170401
400000019,12,20170207,12,20170210,K4,2017002,100000034,AMER,C,C,C,40,CB-1162, ,I,,USD,380,332.5,47.5,EA,1,20170401
400000020,11,20170209,11,20170212,K4,2017002,100000001,AMER,C,C,C,10,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,8,20170322
400000020,11,20170209,11,20170212,K4,2017002,100000001,AMER,C,C,C,20,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,3,20170322
400000020,11,20170209,11,20170212,K4,2017002,100000001,AMER,C,C,C,30,MB-1033, ,I,,USD,3799.05,3324.16875,474.88125,EA,8,20170322
400000021,7,20170209,7,20170212,K4,2017002,100000001,AMER,C,C,C,10,HB-1174, ,I,,USD,360.05,315.04375,45.00625,EA,1,20170411
400000022,3,20170210,3,20170214,K4,2017002,100000011,EMEA,C,C,C,10,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,3,20170330
400000022,3,20170210,3,20170214,K4,2017002,100000011,EMEA,C,C,C,20,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,1,20170330
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,10,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,5,20170323
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,20,HB-1176, ,I,,USD,1139.05,996.66875,142.38125,EA,8,20170323
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,30,RC-1053, ,I,,USD,4369.05,3822.91875,546.13125,EA,6,20170323
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,40,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,10,20170323
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,50,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,8,20170323
400000023,3,20170213,3,20170217,K4,2017002,100000012,EMEA,C,C,C,60,RC-1051, ,I,,USD,2374.05,2077.29375,296.75625,EA,8,20170323
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,10,HB-1172, ,I,,USD,759.05,664.16875,94.88125,EA,2,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,20,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,10,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,30,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,5,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,40,CC-1021, ,I,,USD,1086.8,950.95,135.85,EA,4,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,50,RC-1056, ,I,,USD,2374.05,2077.29375,296.75625,EA,5,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,60,EB-1135, ,I,,USD,2850,2493.75,356.25,EA,2,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,70,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,10,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,80,CC-1022, ,I,,USD,1140,997.5,142.5,EA,9,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,90,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,4,20170402
400000024,4,20170213,4,20170214,K4,2017002,100000015,APJ,C,C,C,100,MB-1034, ,I,,USD,2374.05,2077.29375,296.75625,EA,10,20170402
400000025,2,20170214,2,20170216,K4,2017002,100000010,EMEA,C,C,C,10,RC-1056, ,I,,USD,2374.05,2077.29375,296.75625,EA,10,20170325
400000025,2,20170214,2,20170216,K4,2017002,100000010,EMEA,C,C,C,20,HB-1173, ,I,,USD,616.55,539.48125,77.06875,EA,8,20170325
400000025,2,20170214,2,20170216,K4,2017002,100000010,EMEA,C,C,C,30,RO-1003, ,I,,USD,684.95,599.33125,85.61875,EA,5,20170325
400000025,2,20170214,2,20170216,K4,2017002,100000010,EMEA,C,C,C,40,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,4,20170325
400000025,2,20170214,2,20170216,K4,2017002,100000010,EMEA,C,C,C,50,MB-1034, ,I,,USD,2374.05,2077.29375,296.75625,EA,8,20170325
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,10,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,2,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,20,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,6,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,30,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,10,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,40,HB-1175, ,I,,USD,854.05,747.29375,106.75625,EA,2,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,50,BX-1011, ,I,,USD,236.55,206.98125,29.56875,EA,6,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,60,RC-1056, ,I,,USD,2374.05,2077.29375,296.75625,EA,8,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,70,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,8,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,80,HB-1175, ,I,,USD,854.05,747.29375,106.75625,EA,6,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,90,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,1,20170412
400000026,2,20170215,2,20170220,K4,2017002,100000012,EMEA,C,C,C,100,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,3,20170412
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,10,HB-1171, ,I,,USD,664.05,581.04375,83.00625,EA,7,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,20,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,8,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,30,RC-1055, ,I,,USD,1899.05,1661.66875,237.38125,EA,2,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,40,HB-1171, ,I,,USD,664.05,581.04375,83.00625,EA,7,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,50,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,7,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,60,BX-1014, ,I,,USD,759.05,664.16875,94.88125,EA,1,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,70,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,8,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,80,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,4,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,90,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,4,20170420
400000027,5,20170218,5,20170221,K4,2017002,100000016,APJ,C,C,C,100,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,9,20170420
400000028,4,20170219,4,20170223,K4,2017002,100000019,APJ,C,C,C,10,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,7,20170330
400000028,4,20170219,4,20170223,K4,2017002,100000019,APJ,C,C,C,20,MB-1033, ,I,,USD,3799.05,3324.16875,474.88125,EA,5,20170330
400000028,4,20170219,4,20170223,K4,2017002,100000019,APJ,C,C,C,30,CC-1023, ,I,,USD,1292.95,1131.33125,161.61875,EA,8,20170330
400000028,4,20170219,4,20170223,K4,2017002,100000019,APJ,C,C,C,40,RO-1003, ,I,,USD,684.95,599.33125,85.61875,EA,7,20170330
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,10,HB-1172, ,I,,USD,759.05,664.16875,94.88125,EA,1,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,20,BX-1014, ,I,,USD,759.05,664.16875,94.88125,EA,9,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,30,RC-1054, ,I,,USD,5224.05,4571.04375,653.00625,EA,6,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,40,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,2,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,50,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,10,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,60,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,7,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,70,RO-1001, ,I,,USD,498.75,436.40625,62.34375,EA,2,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,80,HB-1172, ,I,,USD,759.05,664.16875,94.88125,EA,9,20170402
400000029,5,20170220,5,20170222,K4,2017002,100000020,APJ,C,C,C,90,CC-1022, ,I,,USD,1140,997.5,142.5,EA,9,20170402
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,10,HB-1173, ,I,,USD,616.55,539.48125,77.06875,EA,8,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,20,EB-1134, ,I,,USD,4560,3990,570,EA,9,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,30,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,4,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,40,RO-1003, ,I,,USD,684.95,599.33125,85.61875,EA,9,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,50,HB-1173, ,I,,USD,616.55,539.48125,77.06875,EA,8,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,60,HB-1174, ,I,,USD,360.05,315.04375,45.00625,EA,7,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,70,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,2,20170325
400000030,8,20170222,8,20170226,K4,2017002,100000028,EMEA,C,C,C,80,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,4,20170325
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,10,CC-1021, ,I,,USD,1086.8,950.95,135.85,EA,2,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,20,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,2,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,30,RC-1053, ,I,,USD,4369.05,3822.91875,546.13125,EA,8,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,40,BX-1012, ,I,,USD,379.05,331.66875,47.38125,EA,5,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,50,RO-1003, ,I,,USD,684.95,599.33125,85.61875,EA,5,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,60,DB-1083, ,I,,USD,1139.05,996.66875,142.38125,EA,3,20170408
400000031,2,20170223,2,20170225,K4,2017002,100000011,EMEA,C,C,C,70,HB-1171, ,I,,USD,664.05,581.04375,83.00625,EA,1,20170408
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,10,HB-1174, ,I,,USD,360.05,315.04375,45.00625,EA,5,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,20,RO-1002, ,I,,USD,654.55,572.73125,81.81875,EA,8,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,30,EB-1134, ,I,,USD,4560,3990,570,EA,3,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,40,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,3,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,50,RC-1056, ,I,,USD,2374.05,2077.29375,296.75625,EA,8,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,60,BX-1012, ,I,,USD,379.05,331.66875,47.38125,EA,8,20170419
400000032,9,20170223,9,20170228,K4,2017002,100000030,AMER,C,C,C,70,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,6,20170419
400000033,4,20170224,4,20170228,K4,2017002,100000023,APJ,C,C,C,10,MB-1033, ,I,,USD,3799.05,3324.16875,474.88125,EA,5,20170401
400000033,4,20170224,4,20170228,K4,2017002,100000023,APJ,C,C,C,20,EB-1131, ,I,,USD,1425,1246.875,178.125,EA,4,20170401
400000033,4,20170224,4,20170228,K4,2017002,100000023,APJ,C,C,C,30,HB-1176, ,I,,USD,1139.05,996.66875,142.38125,EA,6,20170401
400000033,4,20170224,4,20170228,K4,2017002,100000023,APJ,C,C,C,40,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,10,20170401
400000034,4,20170227,4,20170303,K4,2017002,100000021,APJ,C,C,C,10,BX-1015, ,I,,USD,284.05,248.54375,35.50625,EA,1,20170504
400000034,4,20170227,4,20170303,K4,2017002,100000021,APJ,C,C,C,20,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,1,20170504
400000034,4,20170227,4,20170303,K4,2017002,100000021,APJ,C,C,C,30,RC-1052, ,I,,USD,3799.05,3324.16875,474.88125,EA,4,20170504
400000034,4,20170227,4,20170303,K4,2017002,100000021,APJ,C,C,C,40,HB-1175, ,I,,USD,854.05,747.29375,106.75625,EA,8,20170504
400000034,4,20170227,4,20170303,K4,2017002,100000021,APJ,C,C,C,50,CC-1022, ,I,,USD,1140,997.5,142.5,EA,5,20170504
400000035,14,20170301,14,20170302,K4,2017003,100000004,AMER,C,C,C,10,EB-1137, ,I,,USD,7505,6566.875,938.125,EA,1,20170430
400000035,14,20170301,14,20170302,K4,2017003,100000004,AMER,C,C,C,20,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,1,20170430
400000035,14,20170301,14,20170302,K4,2017003,100000004,AMER,C,C,C,30,EB-1134, ,I,,USD,4560,3990,570,EA,7,20170430
400000035,14,20170301,14,20170302,K4,2017003,100000004,AMER,C,C,C,40,RC-1056, ,I,,USD,2374.05,2077.29375,296.75625,EA,3,20170430
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,10,HB-1172, ,I,,USD,759.05,664.16875,94.88125,EA,7,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,20,EB-1137, ,I,,USD,7505,6566.875,938.125,EA,5,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,30,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,5,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,40,RC-1057, ,I,,USD,4749.05,4155.41875,593.63125,EA,6,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,50,CB-1162, ,I,,USD,380,332.5,47.5,EA,1,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,60,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,3,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,70,HB-1171, ,I,,USD,664.05,581.04375,83.00625,EA,6,20170414
400000036,2,20170302,2,20170305,K4,2017003,100000010,EMEA,C,C,C,80,BX-1016, ,I,,USD,303.05,265.16875,37.88125,EA,2,20170414
400000037,8,20170303,8,20170308,K4,2017003,100000038,EMEA,C,C,C,10,BX-1015, ,I,,USD,284.05,248.54375,35.50625,EA,7,20170507
400000037,8,20170303,8,20170308,K4,2017003,100000038,EMEA,C,C,C,20,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,2,20170507
400000037,8,20170303,8,20170308,K4,2017003,100000038,EMEA,C,C,C,30,BX-1016, ,I,,USD,303.05,265.16875,37.88125,EA,3,20170507
400000038,9,20170304,9,20170305,K4,2017003,100000001,AMER,C,C,C,10,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,7,20170501
400000038,9,20170304,9,20170305,K4,2017003,100000001,AMER,C,C,C,20,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,6,20170501
400000038,9,20170304,9,20170305,K4,2017003,100000001,AMER,C,C,C,30,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,7,20170501
400000039,2,20170305,2,20170306,K4,2017003,100000007,EMEA,C,C,C,10,RC-1054, ,I,,USD,5224.05,4571.04375,653.00625,EA,2,20170424
400000039,2,20170305,2,20170306,K4,2017003,100000007,EMEA,C,C,C,20,EB-1133, ,I,,USD,2137.5,1870.3125,267.1875,EA,1,20170424
400000040,8,20170306,8,20170311,K4,2017003,100000005,EMEA,C,C,C,10,EB-1135, ,I,,USD,2850,2493.75,356.25,EA,9,20170505
400000040,8,20170306,8,20170311,K4,2017003,100000005,EMEA,C,C,C,20,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,5,20170505
400000040,8,20170306,8,20170311,K4,2017003,100000005,EMEA,C,C,C,30,EB-1134, ,I,,USD,4560,3990,570,EA,3,20170505
400000040,8,20170306,8,20170311,K4,2017003,100000005,EMEA,C,C,C,40,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,2,20170505
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,10,BX-1014, ,I,,USD,759.05,664.16875,94.88125,EA,4,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,20,BX-1016, ,I,,USD,303.05,265.16875,37.88125,EA,10,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,30,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,7,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,40,DB-1082, ,I,,USD,1187.5,1039.0625,148.4375,EA,3,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,50,BX-1015, ,I,,USD,284.05,248.54375,35.50625,EA,9,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,60,EB-1136, ,I,,USD,4750,4156.25,593.75,EA,1,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,70,BX-1015, ,I,,USD,284.05,248.54375,35.50625,EA,4,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,80,HB-1174, ,I,,USD,360.05,315.04375,45.00625,EA,4,20170501
400000041,8,20170307,8,20170308,K4,2017003,100000009,EMEA,C,C,C,90,RO-1003, ,I,,USD,684.95,599.33125,85.61875,EA,8,20170501
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,10,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,5,20170421
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,20,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,6,20170421
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,30,DB-1081, ,I,,USD,1424.05,1246.04375,178.00625,EA,4,20170421
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,40,EB-1132, ,I,,USD,1805,1579.375,225.625,EA,4,20170421
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,50,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,2,20170421
400000042,6,20170310,6,20170314,K4,2017003,100000025,EMEA,C,C,C,60,HB-1173, ,I,,USD,616.55,539.48125,77.06875,EA,9,20170421
400000043,6,20170311,6,20170313,K4,2017003,100000039,EMEA,C,C,C,10,EB-1135, ,I,,USD,2850,2493.75,356.25,EA,8,20170425
400000043,6,20170311,6,20170313,K4,2017003,100000039,EMEA,C,C,C,20,HB-1176, ,I,,USD,1139.05,996.66875,142.38125,EA,1,20170425
400000043,6,20170311,6,20170313,K4,2017003,100000039,EMEA,C,C,C,30,EB-1131, ,I,,USD,1425,1246.875,178.125,EA,4,20170425
400000043,6,20170311,6,20170313,K4,2017003,100000039,EMEA,C,C,C,40,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,9,20170425
400000043,6,20170311,6,20170313,K4,2017003,100000039,EMEA,C,C,C,50,RO-1002, ,I,,USD,654.55,572.73125,81.81875,EA,1,20170425
400000044,4,20170314,4,20170317,K4,2017003,100000021,APJ,C,C,C,10,BX-1016, ,I,,USD,303.05,265.16875,37.88125,EA,1,20170429
400000044,4,20170314,4,20170317,K4,2017003,100000021,APJ,C,C,C,20,BX-1011, ,I,,USD,236.55,206.98125,29.56875,EA,2,20170429
400000044,4,20170314,4,20170317,K4,2017003,100000021,APJ,C,C,C,30,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,1,20170429
400000045,2,20170316,2,20170320,K4,2017003,100000014,EMEA,C,C,C,10,EB-1135, ,I,,USD,2850,2493.75,356.25,EA,3,20170507
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,10,BX-1014, ,I,,USD,759.05,664.16875,94.88125,EA,3,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,20,CB-1163, ,I,,USD,273.6,239.4,34.2,EA,6,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,30,RC-1054, ,I,,USD,5224.05,4571.04375,653.00625,EA,9,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,40,BX-1012, ,I,,USD,379.05,331.66875,47.38125,EA,10,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,50,EB-1135, ,I,,USD,2850,2493.75,356.25,EA,4,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,60,RC-1055, ,I,,USD,1899.05,1661.66875,237.38125,EA,10,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,70,HB-1174, ,I,,USD,360.05,315.04375,45.00625,EA,6,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,80,CB-1161, ,I,,USD,379.05,331.66875,47.38125,EA,7,20170508
400000046,4,20170319,4,20170321,K4,2017003,100000024,APJ,C,C,C,90,BX-1013, ,I,,USD,426.55,373.23125,53.31875,EA,2,20170508
